Nom_site;Typologie_intervention_ADEME;Commune;Code_INSEE;Activites_historiques_site;Description_activites;Surface_site_m2;Superficie_bati_m2;Arrete_Prefectoral_Travaux_Office;Numeros_parcelles_cadastrales;Resume_intervention_ADEME;Liens_vers_BASOL_BASIAS;Usage_actuel_site;Region;Departement;CoordXLambert2Etendue;CoordYLambert2Etendue;Etat_operation;fiches_export
EDITRANS;Gestion et élimination de déchets;Bassens;33032;Regroupement, Tri, Transit, Recyclage (déchets divers);Ancien site de tri et de valorisation de de déchets multi-filières exploité par la société EDITRANS sur la zone de l'ancien site EVERITUBE à  Bassens (zone industrielle des Guelandes). Les installations fonctionnaient sans l'autorisation requise au titre de l'article L511-2 du code de l'environnement. Après diverses procédures administratives ayant conduit à  la suppression de l'établissement et la mise en demeure de nettoyer l'ensemble des installations, le Tribunal de Commerce de Bergerac, par jugement du 11 juin 2014, a prononcé la cession des éléments d'exploitation de la SAS EDITRANS à  la SARL DRV.;64480;11000;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 17 novembre 2017 qui confiait à  l'agence et aux frais des responsables la gestion de déchets en urgence impérieuse au regard du risque incendie et de la zone en PPRI.;000AP145 000AP436 000AP569 000AP570 000AP571 000AP572 000AP574 000AP597 000AP598 000AP599 000AP600;EDITRANS exploitait un ancien site de tri et de valorisation de déchets multi-filière dans la zone industrielle des Guerlandes à  Bassens. Les installations fonctionnaient sans l'autorisation requise au titre de l'article L511-2 du code de l'environnement. La société a été placé en liquidation judiciaire le 11 juin 2014 et divers éléments d'exploitation ont été cédés à  la SARL DRV qui en tant que repreneur et sur base du jugement ne reprenait pas à  sa charge les stocks de déchets en place. Ainsi, les actions de l'administration à  l'encontre des responsables n'ont pas permis d'assurer la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement la préfecture a sollicité l'ADEME en vue d'assurer les opérations nécessaires de mise en sécurité. Dans ce cadre, plus de 14 346T de déchets ont été évacués et éliminés dans les filières agréées. La mise en sécurité du site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;non renseigné;Nouvelle-Aquitaine;33;372766,2;1995614,8;Terminée;EDITRANS_33032_21082020.pdf
EPOXY HARMONIE;Gestion et élimination de déchets;Chauny;2173;Traitement de surface, Revêtements, Application peintures;L'établissement exerà§ait une activité de fabrication de meubles et matelas, de charpentes et menuiseries. Il menait une activité de traitement et revêtement des métaux (traitement de surface, sablage et métallisation, traitement électrolytique, application de vernis et peintures);7100;4000;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 27/04/2012 (dont un AP en urgence impérieuse). Ces arrêtés chargeaient l'ADEME de l'évacuation en urgence des transformateurs et redresseurs contenant des PCB et de l'évacuation et élimination des déchets qui presentaient un risque pour l'environnement.;000AE190 000AE191 000AE192;EPOXY HARMONIE exerà§ait une activité de fabrication de meubles et matelas, de charpentes et menuiseries. Dans ce cadre, la société menait une activité de traitement et revêtement des métaux (traitement de surface, sablage et métallisation, traitement électrolytique, application de vernis et peintures). L'activité de l'entreprise a cessé suite à  sa liquidation judiciaire en septembre 2007. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME d'opérations de mise en sécurité. Dans ce cadre, l'ADEME a assuré l'évacuation et élimination de 272T de déchets. La mise en sécurité du site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;non renseigné;Hauts-de-France;2;663785,8;2513083,2;Terminée;EPOXYH_02173_03042020.pdf
IGETHERM;Gestion et élimination de déchets, Investigations environnementales;Baie-Mahault-Guadeloupe;97103;Déchets (traitement);La société IGETHERM Industrie a exploité entre 1991 et 2009 à  Baie-Mahault un incinérateur de déchets d'activités de soins à  risques infectieux (DASRI). A compter de juillet 2005 l'ensemble des procédures administratives ont été engagées afin de mettre le site en conformité. Toutefois, lors de la liquidation judiciaire de la société le 2 octobre 2009, le mandataire a alors signalé à  l'Etat la présence sur le site d'une quantité importante de DASRI non traités, dont certains partiellement brûlés.;3650;500;La mission de l'ADEME était encadrée par 2 arrêtés préfectoraux de travaux d'office en date du 25 novembre 2009 (en urgence impérieuse) et en date du 29 septembre 2011. Les missions confiées à  l'ADEME portaient sur la limitation des intrusions sur le site, l'évacuation et l'élimination des déchets présents sur le site et la réalisation d'un diagnostic environnemental  du site et de ses environs et la recherche de déchets enfouis.;000AX1379-000AX1380-000AX857-000AX858-000AX859-000AX860-000AX861;La société IGETHERM Industrie a exploité entre 1991 et 2009 à  Baie-Mahault un incinérateur de déchets d'activités de soins à  risques infectieux (DASRI). La liquidation judiciaire de la société a été prononcé le 2 octobre 2009 et une quantité importante de DASRI non traités était toujours présente sur le site. Les actions de l'administration à  l'encontre des responsables n'ont pas permis d'assurer la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de cette mise en sécurité (APTO du 25/11/2009 en urgence impérieuse et APTO du 29/09/2011). Dans ce cadre, 1252T de déchets dangereux dont principalement des Déchets d'Activités de Soins à  Risques Inféctieux ont été évacués et éliminés dans les filières agréées. Les investigations environnementales engagées n'ont pas mis en évidence d'impacts significatifs Â« hors site Â». La mise en sécurité du site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;Non renseigné;Guadeloupe;971;-6330388,2;1647433,5;Terminée;IGETHERM_97103_03042020.pdf
ILE D'ER;Travaux, Dépollution et Maîtrise des transferts;Plougrescant;22218;Dépôt (hydrocarbures de marées noires);Stockage d'hydrocarbures et pétroles sur l'ïle d'Er suite à  la gestion de la marée noire du Torrey Canyon et de l'Amoco Cadiz.;5180;non renseigné;La mission de l'ADEME était encadrée par arrêté préfectoral du 21 juillet 2011 qui confiait à  l'agence les travaux de réhabilitations de lîle d'Er dans le respect du contexte NATURA 2000.;;L'île d'Er a accueilli des stockages d'hydrocarbures et pétroles issues des marées noire du Torrey Canyon et de l'Amoco Cadiz. En accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de la réhabilitation des zones de stockage de l'ile. Dans ce cadre, 382T de déchets d'hydrocarbures, de boues et terres polluées ont été évacués en hélicoptère et éliminés dans les filières adaptées après excavation des matériaux pollués, traitement des eaux, nettoyage des galets et zones de stockage ... Des reprofilages et remises en état des zones d'excavation ont été menées en vue d'un retour et d'une installation favorable de la biodiversité qui a été suivi pendant une durée de 3 ans suite aux travaux.;;non renseigné;Bretagne;22;195199,6;2444210,4;Terminée;ILE DER_22218_28092020.pdf
LA MOLE INDUSTRIE;Travaux, Dépollution et Maîtrise des transferts;Mazamet;81163;Tannerie, Mégisserie (production, préparation);Les activités menées étaient le lavage de la laine de mouton, apprêts, tannage des cuirs, préparation et teinture des fourrures et des cuirs (tannerie, mégisserie corroieries, peaux vertes ou bleues). Une station de traitement biologique de 10000m3 était présente sur le site pour le traitement des effluents.;15380;8000;La mission de l'ADEME était encadrée par plusieurs arrêtés préfectoraux de travaux d'office (APTO 09/05/2005 en urgence impérieuse et APTO du 15/09/2005) confiant à  l'agence des travaux de gestion et traitement des effluents de la station d'épuration industrielle du site.;000L512-000L977-000I916-000I993;La MOLE INDUSTRIE menait des activités de teinturerie, de tannage des cuirs, de lavage et peignage de laine et disposait d'une station d'épuration et de lagunes de traitement de ses effluents industriels. La société a débuté ses activités dans les années 60 avant d'être placée en liquidation judiciaire en septembre 2003. Les actions de l'administration à  l'encontre du liquidateur n'ont pas permis d'assurer la mise en sécurité du site. En accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre, les effluents de la station d'épuration ont été dépollués (13 000m3) avant rejet au milieu naturel et les boues dans le fond des bassins / lagunes (1 395 m3) ont été évacuées et traitées en filière agréée Â« hors site Â». La mise en sécurité du site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;non renseigné;Occitanie;81;601888,7;1828830;Terminée;LA_MOLE_81163_08092020.pdf
LFE (LA FUSION ELECTRIQUE);Gestion et élimination de déchets, Investigations environnementales;Stenay;55502;Fonderie, Métallurgie, Forge;Fonderie avec décharge de sables de fonderie en zone inondable. La société LA FUSION ELECTRIQUE menait une activité de fonderie avec décharge de sables de fonderie qui est localisée en zone inondable (crassier de 40000 m3). La société a été mise en liquidation judiciaire en février 2005.;72320;17700;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 16 avril 2009 qui confiait à  l'agence diverses opérations comprenant l'évacuation et élimination des déchets abandonnés sur le site, la remise en état de la clôture, la réalisation d'investigations environnementales.;000AE6- 000AE7- 000AE8- 000AE9- 000AE11- 000AE43- 000AE50- 000AE51- 000AE52- 000AI3- 000AI4;Fonderie avec décharge de sables de fonderie en zone inondable. La société LA FUSION ELECTRIQUE menait une activité de fonderie avec décharge de sables de fonderie qui est localisée en zone inondable (crassier de 40000 m3). La société a été mise en liquidation judiciaire en février 2005. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis d'assurer la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre, 1900T de déchets ont été évacués et éliminés en filière. Les investigations environnementales ont montré un faible impact des crassiers sur les eaux souterraines et eaux de surface. La mise en sécurité du site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;Abandon;Grand-Est;55;806824,6;2502372,9;Terminée;LFE_55502_06112020.pdf
MOLINA;Gestion et élimination de déchets;Graulhet;81105;Regroupement, Tri, Transit, Recyclage (fûts, emballages souillés);La société RENOV EMBALL était autorisée à  exercer par arrêté préfectoral du 10 mars 1994 un atelier de nettoyage et de recyclage d'emballages plastiques et métalliques dans la commune. Elle a commencé son activité en 1996 puis fût reprise en 2001 par la société SARL MOLINA suite à  liquidation judiciaire. les emballages étaient nettoyés avec des laveurs haute pression avant revente. Les fûts grenaillés étaient remis en forme et grenaillés et repeints si besoin. Les emballages en mauvais état étaient dirigés vers des filières de valorisation matière. La société a été placée en liquidation judiciaire en juin 2008. ;7460;3500;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office (APTO du 20/09/2013) qui confiait à  l'agence l'évacuation et l'élimination des déchets industriels présentant un risque de pollution de l'environnement et d'impact sur les personnes.;000AK26;La SARL MOLINA exerà§ait une activité de nettoyage et de recyclage d'emballages plastiques et métalliques. Les emballages étaient nettoyés avec des laveurs haute pression avant revente. Les fûts étaient remis en forme et grenaillés et repeints si besoin. Les emballages en mauvais état étaient dirigés vers des filières de valorisation matière. La société a été placée en liquidation judiciaire en juin 2008. En accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de la mise en sécurité du site sur lequel des déchets restaient présents. Dans ce cadre, 152 T de déchets dont 127 T de déchets considérés comme dangereux au regard de la réglementation ont été évacués et éliminés dans les filières agréées. La mise en sécurité du site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;Intérêt manifesté par la Mairie;Occitanie;81;573472,6;1862399,3;Terminée;MOLINA_81105_10042020.pdf
MOLINA;Gestion et élimination de déchets;Saint-Benoit-de-Carmaux;81244;Regroupement, Tri, Transit, Recyclage (fûts, emballages souillés);La société exploitait une unité de reconditionnement d'emballages plastiques et métalliques usagés. Cette exploitation faisait suite à  celle de mégisseries depuis les années 60. La société collectait les emballages provenant de diverses industries du grand sud et les orientaient sur 2 sites situés à  Graulhet et à  Saint-Benoist-de-Carmaux. Ses activités consistaient au nettoyage à  l'eau chaude et à  l'aide de laveurs manuels haute pression. Les eaux usées étaient rejetées dans la station d'épuration des eaux de la commune. Les emballages étaient ensuite envoyés sur le site de Saint-Benoist pour être remis en forme, grenaillés, repeints. Puis il sétaient revendus ou envoyés vers des filières de valorisation matière lorsqu'ils étaient en mauvais état.;4170;1700;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office (APTO du 01/12/2015) qui confiait à  l'agence l'évacuation et l'élimination des déchets industriels présentant un risque de pollution de l'environnement et d'impact sur les personnes.;000AH42;La SARL MOLINA exerà§ait une activité de nettoyage et de recyclage d'emballages plastiques et métalliques. Les emballages étaient nettoyés avec des laveurs haute pression avant revente. Les fûts étaient remis en forme et grenaillés et repeints si besoin. Les emballages en mauvais état étaient dirigés vers des filières de valorisation matière. La société a été placée en liquidation judiciaire en juin 2008. En accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de la mise en sécurité du site sur lequel des déchets restaient présents. Dans ce cadre, 165 T de déchets dont 130 T de déchets considérés comme dangereux au regard de la réglementation ont été évacués et éliminés dans les filières agréées. La mise en sécurité du site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;non renseigné;Occitanie;81;584256,6;1894801,2;Terminée;MOLINA_81244_06052020.pdf
EG MOULDING;Gestion et élimination de déchets;Sauzet;46301;Plastique (Fabrication, Production, Transformation, Utilisation);Le site est spécialisé dans la fabrication de produits en polyuréthane. EG MOULDING concentre son activité sur les procédés SMC (compression dans un moule chauffé de feuilles pré-imprégnées de fibre de verre et de résine polyester) et injection polyuréthane basse pression. La SARL EG MOULDING est propriétaire des bâtiments et du terrain.;14700;6200;;000ZB99- 000ZB101- 000ZB74- 000ZB83- 000ZB84;;;non renseigné;Auvergne-Rhone-Alpes;26;797652,8;1959304,3;Terminée;MOULDING_26338_10042020.pdf
PAPETERIE DE TURCKHEIM (MATUSSIERE ET FOREST ex SCHWINDENHAMMER);Gestion et élimination de déchets;Turckheim;68338;Papier Carton (Fabrication, Production);L'ancienne usine des papeteries de Turckheim est issue du regroupement, par le groupe MATUSERE et FOREST en 1961 de 2 établissements implantés de longue date sur la commune. Divers exploitant se sont succédés dont la papeterie de Turckheim prenant la suite de la société Meylan 50 en 2009 pour mener une activité de fabrication de papier recyclé. La société a été placée en liquidation judiciaire en mars 2011.;145120;55000;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 04 novembre 2011 qui confiait à  l'agence l'évacuation et élimination de déchets dangereux dont intervention sur cuve et transformateurs électriques;;Divers exploitant se sont succédés dont la papeterie de Turckheim prenant la suite de la société Meylan 50 en 2009 pour mener une activité de fabrication de papier recyclé. La société a été placée en liquidation judiciaire en mars 2011. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis d'assurer la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre, 822T de déchets ont été évacués et éliminés dans les filières autorisées. La mise en sécurité de ce site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;Non renseigné;Grand-Est;68;967873,4;2354372,5;Terminée;PAPETERIE_TURCKHEIM_68338_221020.pdf
PIC INDUSTRIE PRODUCTION;Gestion et élimination de déchets;Airaines;80013;Peintures, savons, détergents, solvants, autre (Fabrication, Production);Ancienne entreprise de fabrication de peintures qui s'étend sur 38 804 mÂ² dont environ 20 000 mÂ² couverts par des bâtiments. Le site est traversé par la rivière Airaines. La société est située en zone urbaine, proche du centre ville. L'Inspection des ICPE a identifié un grand nombre de cuves fuyardes. La nappe alluviale était sévèrement polluée. Une résurgence a été identifiée au niveau de la rivière. De nombreuses sources de pollution étaient présentes sur le site. Elles étaient principalement dues à  des fuites sur ces anciens stockages de solvants, enterrés ou en fosse.;38000;20000;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 15/09/2009 (en urgence impérieuse ) et en date du 17/03/2014. Ces arrêtés chargeaient l'ADEME de l'évacuation et élimination des déchets présentant un risque de pollution de l'environnement et leur stockage temporaire préalable et portaient également sur la sécurisation de 2 fosses de rétention.;000XB65- 000XB66- 000XB67- 000XB68- 000XB69- 000XB48- 000XB17- 000XB58- 000XB42- 000XB43- 000XB57- 000XB82- 000XB83 ;Ancienne entreprise de fabrication de peintures qui s'étend sur environ 38000 mÂ² dont environ 20000 mÂ² couverts par des bâtiments. Le site est traversé par la rivière Airaines et est située en zone urbaine, proche du centre ville. Le fonctionnement de l'entreprise a cessé en avril 2009 à  la suite de sa liquidation judiciaire et de nombreux déchets étaient présents sur le site. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis d'assurer la mise en sécurité du site. En accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre, plus de 772T de déchets dont 762T de déchets dangereux au regard de la réglementation ont été évacués et éliminés dans les filières agréées et 800T d'effluents ont été traités dans le cadre de la sécurisation de 2 bassins de rétention du site. La mise en sécurité du site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;non renseigné;Hauts-de-France;80;571858,1;2552284,3;Terminée;PICINDUSTRIES_80013_03042020.pdf
PLYSOROL;Gestion et élimination de déchets;Lisieux;14366;Bois (Transformation, Utilisation, Traitement);Une activité de fabrication et de vente de panneaux contreplaqués a démarré en 1912. La société PLYSOROL SAS a été autorisée à  exploiter l'usine par arrêté du 21/04/1994. La liquidation judiciaire a été prononcée le 06 septembre 2012. Sur le site il a été constaté la présence de plusieurs transformateurs pouvant contenir des PCB, plus de 500 tonnes de produits dangereux ou inflammables (colle, huile, peinture, produits chimiques) et plusieurs cuves contenant fuel, colle, phénol. Plusieurs incendies se sont déjà  déclarés sur le site.;125000;36100;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office en date du 19 novembre 2015 qui chargeait l'agence de mener la gestion des déchets dangereux et déchets combustibles du site, la gestion des diverses cuves et fosses présentant des déchets dangereux ...;000AE148 000AE149 000AE150 000AE151 000AE105;PLYSOROL menait une activité de fabrication et de vente de panneaux contreplaqués. La liquidation judiciaire a été prononcée le 06 septembre 2012 alors que de nombreux déchets étaient encore présents sur le site et que des incendies s'y étaient déjà  déclarés. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis d'assurer la mise en sécurité du site. De fait, en accord avec le ministère en charge de l'environnement, la préfecture a confié cette mise en sécurité à  l'ADEME. Dans ce cadre, 730T de déchets dangereux au sens de la réglementation ont été évacués et éliminés dans les filières agréées. La mise en sécurité de ce site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;non renseigné;Normandie;14;447408,3;2461718,4;Terminée;PLYSOROL_14366_14102020.pdf
PLYSOROL;Gestion et élimination de déchets;Fontenay-le-comte;85092;Bois (Transformation, Utilisation, Traitement);Ce terrain était destiné à  un site de fabrication de panneaux contreplaqués exploité anciennement par la société Plysorol à  Fontenay-le-Comte (site ayant accueilli jusqu'à  plus de 300 salariés au cours de son histoire). Ce site a fait l'objet d'un arrêté préfectoral d'autorisation d'exploiter en tant qu'établissement insalubre et dangereux pour une usine de contreplaquées comportant une installation de combustion dès le 26 mai 1965 au nom de la SA Rougier et Fils. Il a été demandé aux liquidateurs de procéder à  des opérations de mise en sécurité complémentaires du site. Il est à  noter une dégradation rapide des bâtiments (soumis à  de nombreux actes de vandalisme) et des risques de délabrement des structures occasionnant des risques à  fréquenter ces bâtiments;15000;25400;La mission de l'ADEME est encadrée par l'arrêté préfectoral en date du 07 juillet 2016 qui confiait à  l'agence l'évacuation et l'élimination des déchets dangereux, des déchets présentant un risque incendie et la pose de clôtures au droit de zones à  risque de chute;000AX40 000AX41 000AX114 000AX112 000AX110 000AX194 000AX108 000AX193;PLYSOROL menait une activité de fabrication de panneaux contreplaqués. La société a été placée en liquidation judiciaire le 06 septembre 2012. En l'absence de responsable solvable, les actions de l'administration n'ont pas permis d'assurer la mise en sécurité du site. De fait, la préfecture a chargé l'ADEME de cette mise en sécurité. Dans ce cadre, 153T de déchets dont 48T de déchets considérés comme dangereux au regard de la réglementation ont été évacués et éliminés dans les filières autorisées. La mise en sécurité du site est terminée et celui-ci a fait l'objet d'une requalification par l'EPF Vendée.;;EPF Vendée;Pays-de-la-Loire;85;360183,6;2166497;Terminée;PLYSOROL_85092_25112020.pdf
POLIVAL;Gestion et élimination de déchets;Montluà§on-et-Saint-Victor;3185;Déchets (Regroupement, Tri, Transit, Recyclage);La société menait une activité de regroupement de déchets et de recyclage plus particulièrement concernant les matières plastiques.;35000;11000;;000DL20;;;non renseigné;Auvergne-Rhone-Alpes;3;619626;2153226,1;Terminée;POLIVAL_03185_03042020.pdf
POURSINES AZALBERT;Gestion et élimination de déchets, Travaux, Dépollution et Maîtrise des transferts;Albine;81005;Tannerie, Mégisserie (production, préparation);Usine dont les activités étaient le délainage et la mégisserie. L'usine a fait l'objet d'une mise en demeure de l'inspection des installations classées compte tenu du risque de pollution des eaux présenté par la poursuite de son activité sans traitement des effluents (en l'absence de STEP). Un ruisseau nommé l'Albinel jouxte le site au nord et des habitations sont proches du site. L'entreprise a fermé brutalement suite a demande d'arrêt d'activité soumis au tribunal de commerce de Castres lequel a prononcé sa liquidation judiciaire le 6 juillet 2001.;27430;3500;La mission de l'ADEME était encadrée par plusieurs arrêtés préfectoraux de travaux d'office (APOT 20/09/2011 et 08/10/2015 en urgence impérieuse) qui confiaient à  l'agence la gestion et élimination de déchets présentant des risques de pollution de l'environnement et d'impacts sur les personnes et la démolition d'un bâtiment et curage du lit de la rivière Albinelle. ;000AB6 et 000AB14 à  000AB17 et 000AB74 à  000AB79 et 000AB81;Usine dont les activités étaient la mégisserie (tannerie) et le délainage. L'usine a fait l'objet de diverses demandes de l'administration en vue de sa conformité sur le plan environnemental au regard du risque de pollution des eaux (rivière Albinel). Sa liquidation judiciaire a été prononcée le 6 juillet 2001 entrainant une première opération de mise en sécurité par l'ADEME. En mars 2015, un bâtiment du site s'effondre partiellement dans la rivière et met en évidence de nouveaux déchets. En accord avec le ministère en charge de l'environnement, la préfecture a chargé l'ADEME de la finalisation de la mise en sécurité du site. Au final, 37 T de déchets ont été évacués et éliminés dans les filières agréées. La mise en sécurité du site est terminée. L'état d'avancement du processus de remise en état et le devenir du site ne sont pas connus de l'ADEME.;;non renseigné;Occitanie;81;616063,1;1828582,1;Terminée;POURSINE_AZALBERT_81005_07092020.pdf
PRESS PNEU (ACOTRA);Gestion et élimination de déchets;Cugnaux;31157;Pneumatiques;Décharge de pneus usagés localisée près de la base aérienne de francazal et d'un quartier résidentiel. 8000 à  10000 tonnes de pneumatiques étaient stockés illégalement.;non renseigné;non renseigné;La mission de l'ADEME était encadrée par arrêté préfectoral de travaux d'office (APTO 07/08/2003 en urgence impérieuse) qui confiait à  l'agence le fractionnement de déchets pneumatiques en vue de limiter l'extension d'un éventuel incendie.;;PRESS PNEU correspondait à  une décharge illégale de pneumatiques usagés (8000T à  10 000T) qui était localisée à  proximité de la base aérienne de Francazal et d'un quartier résidentiel. L'ADEME est intervenue en soutien de la mise en sécurité du site dans le cadre de l'APTO du 07/08/2003 pour réaliser le fractionnement des dépôts de pneumatiques et éviter l'extension d'un éventuel incendie en cas d'incident.;;non renseigné;Occitanie;31;520479;1838438;Terminée;PRESSPNEU_31157_04092020.pdf
